merchant_name,category,random_products,merchant_description
Lumpia Pisang Kaget,Jajanan,"['Lumpia Pisang Dengan Glaze  Cappucino', 'Toping Keju', 'Lumpia Pisang Dengan Glaze Cheese', 'Toping Keju', 'Toping Milo']","Lumpia Pisang Kaget menawarkan jajanan unik yang menggabungkan cita rasa pisang dengan kreasi lumpia yang menggugah selera. Dengan berbagai pilihan topping seperti keju dan Milo, serta glaze cappuccino yang khas, setiap gigitan memberikan pengalaman kuliner yang tak terlupakan. Nikmati perpaduan rasa manis dan gurih dalam setiap produk kami yang menjadi pilihan sempurna untuk memuaskan rasa lapar Anda."
"M2M, Mojosari",Cepat saji,"['Burger Barbeque', 'PAS 1', 'Chicken Teriyaki', 'Chicken Burger', 'Fanta Float']","M2M Mojosari adalah pilihan tepat bagi Anda yang mencari hidangan cepat saji yang lezat dan praktis. Dengan berbagai menu seperti Burger Barbeque dan Chicken Teriyaki, setiap kunjungan menawarkan pengalaman cita rasa yang memuaskan. Nikmati juga minuman segar seperti Fanta Float untuk melengkapi santapan Anda."
MARTABAK CHEF PLUTO,Martabak,"['Spesial Chocomaltine', 'Spesial Keju Coklat Pisang', 'Spesial Daging TB(Telor Bebek)', 'Biasa Jamur ( Telor Ayam)', 'Biasa Daging Saos Egg Salted']","MARTABAK CHEF PLUTO adalah toko yang menghadirkan berbagai pilihan martabak lezat dengan cita rasa yang menggugah selera. Dari varian spesial seperti Chocomaltine dan Daging Telor Bebek hingga pilihan klasik seperti Jamur dan Daging Saos Egg Salted, setiap bagiannya diracik dengan bahan berkualitas untuk memuaskan selera Anda. Nikmati pengalaman kuliner yang unik dan nikmat hanya di MARTABAK CHEF PLUTO!"
"Macaroni Cuck, Siwalankerto",Jajanan,"['Makaroni Bantet', 'Kripik Singkong', 'Mix Uril  + Makaroni Goreng', 'Makaroni Uril', 'Basreng Toples']","Macaroni Cuck di Siwalankerto adalah destinasi tepat bagi para pecinta jajanan lezat. Menawarkan berbagai camilan unik seperti Makaroni Bantet dan Kripik Singkong, toko ini memberikan pengalaman menggugah selera dengan pilihan keripik dan makaroni yang menggoda. Jangan lewatkan berbagai kreasi menarik lainnya, termasuk Mix Uril dan Basreng Toples yang siap menemani waktu santai Anda."
Mafia Gedang,Jajanan,"['MIX SISILIA', 'Los Zetas', 'King Latina', 'King Latina', 'Yakuza']","Mafia Gedang adalah toko jajanan yang menawarkan berbagai camilan menarik dengan konsep unik yang terinspirasi oleh organisasi terkenal. Temukan beragam produk lezat seperti MIX SISILIA dan Los Zetas, serta variasi lainnya seperti King Latina dan Yakuza, yang siap menggugah selera Anda. Nikmati pengalaman ngemil yang berbeda dengan cita rasa yang tak terlupakan di setiap gigitan."
"Mai Pizza, Mojosari",Jajanan/Pizza & pasta/Cepat saji,"['Chicken Burger Big', 'Burger Mini', 'Pizza Jamur Big', 'Kopi Susu', 'Paket Pizza Small']","Mai Pizza di Mojosari menghadirkan berbagai pilihan jajanan lezat, terutama dalam kategori pizza dan pasta cepat saji. Nikmati ragam menu, mulai dari pizza dengan topping menggugah selera hingga burger yang memuaskan. Cocok untuk Anda yang mencari santapan praktis namun tetap berkualitas."
"Mak Ciem, Pandaan",Jajanan,"['Boci', 'Seblak Ceker', 'Ceker Setan', 'Seblak Siomay', 'Seblak Mix + Siomay']","Mak Ciem di Pandaan adalah tujuan utama bagi pecinta jajanan khas Indonesia. Menawarkan berbagai pilihan seblak yang menggugah selera, seperti Seblak Ceker dan Seblak Siomay, toko ini menyajikan kombinasi rasa pedas dan gurih yang pas. Selain itu, jangan lewatkan opsi unik seperti Boci dan Ceker Setan untuk melengkapi pengalaman kuliner Anda di sini."
"Mangkokku, Tenggilis",Aneka nasi,"['Fried Chicken Sambal Ijo', 'Semangat MangkokkuxKanzler', 'Burger Slice', 'Makan Berdua Beef Onion sauce with onsen egg', 'Ox-tongue Dabu']","Mangkokku, Tenggilis, adalah tempat yang tepat bagi penggemar aneka nasi dan hidangan istimewa. Dengan pilihan variatif seperti Fried Chicken Sambal Ijo dan Makan Berdua Beef Onion Sauce with Onsen Egg, kami menawarkan pengalaman kuliner yang memuaskan bagi setiap pengunjung. Rasakan perpaduan cita rasa unik di setiap mangkuk yang kami sajikan!"
"Markas Ranjau, Mojosari",Bakmie/Jajanan/Pizza & pasta,"['Kuah', 'Vanilla Latte', 'Chocolate Chesee Bubble Drink', 'Udang Bakar Original', 'Vanilla Chesee Bubble Drink']","Markas Ranjau di Mojosari menyajikan berbagai pilihan kuliner yang menggugah selera, mulai dari bakmie yang nikmat hingga jajanan yang unik. Nikmati berbagai hidangan seperti udang bakar original dan beragam minuman segar seperti Vanilla dan Chocolate Cheese Bubble Drink, yang menjadikan setiap kunjungan Anda semakin spesial. Temukan rasa yang beraneka dalam satu tempat yang nyaman dan hangat."
"Martabak Hawaii, Gedangan",Martabak,"['Original Oreo', 'Spesial Mix 2 Rasa', 'Pandan Oreo', 'Green Tea Chocomaltine', 'Istimewa Jamur']","Martabak Hawaii di Gedangan adalah tempat yang tepat untuk menikmati berbagai varian martabak yang lezat dan menggugah selera. Kami menawarkan pilihan yang beragam, mulai dari martabak manis klasik hingga inovatif seperti Original Oreo dan Pandan Oreo. Setiap gigitan menghadirkan pengalaman kuliner yang memuaskan, sempurna untuk dinikmati bersama keluarga dan teman."
"Martabak Hollene, Sawotratap",Martabak,"['Martabak Biasa Ayam', 'Ori Spesial Keju Susu', 'Terangbulan Original Biasa Campur Keju', 'Terangbulan Original Kacang Coklat', 'Terangbulan Original Biasa Coklat']","Martabak Hollene di Sawotratap menyajikan berbagai varian martabak yang menggugah selera, mulai dari martabak biasa hingga spesial dengan isian beragam. Nikmati kelembutan Martabak Biasa Ayam yang menggoda atau manjakan diri Anda dengan Ori Spesial Keju Susu yang kaya rasa. Kami juga menawarkan pilihan Terangbulan Original yang terdiri dari berbagai campuran coklat dan kacang untuk memuaskan hasrat manis Anda."
"McDonald's, Merr Surabaya",Cepat saji/Jajanan/Sweets,"['Chicken Burger Deluxe', 'PaHeBat Beef Burger Deluxe, Medium', 'PaHeBat Chicken Burger Deluxe, Medium', 'Mini Cuts Spicy Chicken, ALC 4pcs', 'Honey Garlic Chicken Rice McD']","Merr Surabaya adalah tempat yang tepat untuk menikmati jajanan cepat saji berkualitas dengan berbagai pilihan yang menggugah selera. Dari Chicken Burger Deluxe yang menggoda hingga Mini Cuts Spicy Chicken yang pas untuk berbagi, setiap gigitan memberikan kepuasan tersendiri. Nikmati juga menu inovatif seperti Honey Garlic Chicken Rice McD, yang mengombinasikan cita rasa lezat dengan kenyamanan makanan cepat saji."
Mejishi Sushi,Jepang/Cepat saji/Jajanan,"['Tuna Mentaiko Rice', 'Salmon Floss', 'Chitato Cheese Roll', 'Chicken Teriyaki Gunkan', 'Kani (Kids) Roll (4pcs)']","Mejishi Sushi adalah pilihan tepat bagi pencinta masakan Jepang yang menginginkan hidangan cepat saji berkualitas. Dengan beragam jajanan unik, kami menyajikan kombinasi rasa autentik dan modern, seperti Tuna Mentaiko Rice dan Chicken Teriyaki Gunkan. Temukan cita rasa baru dalam setiap gigitan dan nikmati pengalaman kuliner yang praktis dan memuaskan."
"Menantea, Gwalk Surabaya",Minuman/Jajanan,"['Prinia Orange Lychee', 'Prinia Pure Tea', 'Apple Kerinci Tea', 'StatisTEAka', 'Penyejuk Hatea 2']","Menantea adalah toko minuman dan jajanan yang menawarkan beragam pilihan segar dan inovatif. Dari teh buah yang menyegarkan seperti Prinia Orange Lychee hingga teh murni seperti Prinia Pure Tea, setiap produk diracik dengan cita rasa terbaik. Temukan juga kreasi unik kami seperti StatisTEAka dan Penyejuk Hatea 2, yang siap memuaskan dahaga Anda."
"Menantea, Waru",Minuman/Aneka nasi/Jajanan,"['Choco Chocolatos Cincau', 'Jus Apel Jumbo', 'Choco Delvi Oreo', 'Alpukat Kocok Ori', 'Sop Buah (Jus dan Sop Buah RATU)']","Menantea, Waru adalah toko yang menawarkan berbagai minuman segar dan aneka nasi serta jajanan yang menggugah selera. Dengan pilihan seperti Choco Chocolatos Cincau dan Jus Apel Jumbo, setiap kunjungan akan memanjakan lidah Anda. Temukan juga variasi lain yang tidak kalah menarik, seperti Sop Buah dan Alpukat Kocok Ori."
"Mie Gacoan, Sidoarjo",Bakmie,"['Orange', 'Mie Setan lv 8', 'Lemon Tea', 'Mie Setan lv 2', 'Mie Iblis lv 1']","Mie Gacoan di Sidoarjo adalah tempat yang sempurna bagi penggemar bakmi dengan cita rasa pedas yang menggoda. Dengan pilihan menu seperti Mie Setan dan Mie Iblis, setiap suapan menjanjikan pengalaman yang tak terlupakan. Selain itu, nikmati juga segarnya Lemon Tea dan Orange untuk menemani hidangan Anda."
Mie Gragas Sidoarjo,Minuman/Bakmie/Cepat saji,"['Es Oreo Frappe', 'Es Markisa Mojito', 'Es Sayang', 'Siomay Original Gragas', 'Mie Jumbo Original']","Mie Gragas Sidoarjo adalah tempat yang tepat untuk menikmati hidangan mie dan camilan sekaligus. Selain menyajikan bakmi lezat, kami juga menawarkan berbagai minuman segar seperti Es Oreo Frappe dan Es Markisa Mojito, serta cepat saji seperti Siomay Original Gragas. Nikmati pengalaman kuliner yang memuaskan dengan pilihan kami yang beragam!"
"Mie Kane, Mojosari",Bakmie,"['Pangsit Goreng Porsi (3 Pcs / Porsi)', 'Es Degan', 'Es Degan Leci', 'Mie Ayam Pangsit Rebus', 'Pangsit Rebus Porsi (3 Pcs / Porsi)']","Mie Kane di Mojosari adalah destinasi yang tepat bagi pecinta bakmie. Menawarkan berbagai sajian lezat seperti Mie Ayam Pangsit Rebus dan aneka pangsit, toko ini juga menyajikan minuman segar seperti Es Degan dan Es Degan Leci untuk melengkapi pengalaman kuliner Anda. Nikmati hidangan yang menggugah selera di setiap porsi."
"Mie Mapan, Sepanjang",Bakmie,"['Ayam Bakwan Penyet', 'PAKET BERDUA C', 'Juice Jeruk', 'Pangsit Mie Bakwan Jumbo', 'PAKET BERDUA B']","Mie Mapan adalah toko yang menghidangkan beragam pilihan bakmie yang lezat dan menggugah selera. Selain bakmie, Anda dapat menemukan berbagai menu menarik seperti Ayam Bakwan Penyet dan Pangsit Mie Bakwan Jumbo, serta pilihan segar seperti Juice Jeruk. Setiap paket seperti PAKET BERDUA C dan B dirancang untuk memuaskan berbagai selera, menjadikannya pilihan sempurna untuk santapan bersama."
"Mie Njerit, Krembung",Minuman/Aneka nasi/Bakmie,"['Mie Kuah Level 4', 'Mie Ramen Level 5', 'Mie Samyang Level 4', 'Mie Vampir Level 4', 'Mie Original Level 2']","Mie Njerit di Krembung menyajikan berbagai olahan mie yang menggugah selera, cocok untuk penggemar kuliner pedas dan nikmat. Dengan pilihan berbumbu khas dan deretan menu seperti Mie Kuah Level 4 dan Mie Ramen Level 5, setiap suapan menawarkan pengalaman rasa yang tak terlupakan. Selain itu, Anda juga dapat mencoba aneka nasi yang melengkapi pengalaman bersantap Anda di sini."
Mimi Donat Kentang,Jajanan/Roti/Sweets,"['Boba Red Velfet', 'Boba Coklat Blackforest', 'Boba Coklat', 'Tahu Bakso Daging Ayam', 'Bakpao Rasa Pandan Isi Coklat']","Mimi Donat Kentang adalah toko yang menawarkan berbagai jajanan manis dan gurih, perfect untuk memuaskan semua selera. Dari roti lembut hingga snack khas, setiap produk di sini siap menemani momen santai Anda, seperti Boba Red Velvet yang segar dan Bakpao Rasa Pandan Isi Coklat yang menggugah selera. Nikmati kombinasi unik antara cita rasa tradisional dan modern yang hanya bisa Anda temukan di Mimi Donat Kentang."
"Molen Molek, Rungkut",Roti/Sweets/Jajanan,"['Molen Pisang Original Topping Mix 5 Rasa', 'Molen Pisang Original Frozen Topping 5 rasa', 'Molen Pisang isi coklat lumer frozen', 'Molen Pisang Original Topping Strawberry', 'Molen Pisang Original Topping Tiramisu']","Molen Molek di Rungkut merupakan toko yang menyajikan jajanan khas dengan varian roti molen yang menggugah selera. Dikenal dengan kelezatan dan inovasinya, Molen Molek menawarkan berbagai pilihan, mulai dari Molen Pisang Original Topping hingga varian unik seperti Molen Pisang isi coklat lumer. Setiap produk dijamin berkualitas tinggi, cocok untuk dinikmati kapan saja."
"Momoiro, Pakuwon Mall",Sweets/Jajanan,"['Package 3 : 1 Box of Buttercream & Raisin Sando Biscuits + Pillow Cake', 'Sando mix 2 flavour (Matcha, Peanut Butter) Box of 9', 'Uji Matcha Sando Mix (Matcha, Buttercream Caramel & Peanut Butter) Box of 9', 'Dipudaku', 'Oreo (weekend only)']","Momoiro di Pakuwon Mall adalah tujuan tepat untuk pecinta jajanan manis yang menginginkan variasi cita rasa yang unik. Toko ini menawarkan berbagai pilihan Sweets, seperti Sando Biscuits dengan buttercream, pillow cake, serta kombinasi rasa matcha dan peanut butter yang menggoda. Nikmati kelezatan Oreo khusus di akhir pekan dan beragam pilihan lainnya yang siap memanjakan lidah Anda."
"Mr Seafood, Sedati",Chinese/Minuman/Seafood,"['Stuffed Crab (Isi Daging Kepiting)', '500gr Tumis daging Kerang Ijo/Rawit', '(Promo) 8 Kepiting Kroyo an', 'Kerang Ijo 1', '400gr Daging Kerang Batik(Mentah)']","Mr Seafood di Sedati adalah tempat yang tepat untuk menikmati berbagai hidangan laut segar dan lezat. Dengan menu yang mencakup pilihan menarik seperti Stuffed Crab dan tumis daging kerang, Anda akan menemukan cita rasa yang otentik dan berkualitas. Jangan lewatkan kesempatan untuk mencoba berbagai produk kami, mulai dari kepiting hingga kerang, semuanya siap memanjakan lidah Anda."
My Bakery,Roti,"['Tawar Lembut Friends', 'Roti Nana (coklat)', 'Selai Melon', 'Roti Bakar Bandung (pandan)', 'Selai Strawberry']","My Bakery adalah toko roti yang menyajikan berbagai jenis roti lezat dengan kualitas terbaik. Kami menawarkan pilihan produk seperti Roti Nana yang menggoda dengan coklat, Roti Bakar Bandung yang khas dengan rasa pandan, dan variasi selai buah segar seperti Melon dan Strawberry sebagai pelengkap. Setiap gigitan dari Roti Tawar Lembut Friends kami pasti akan memanjakan lidah Anda."
Nakama Bento,Aneka nasi/Cepat saji/Jepang,"['Chicken Teriyaki Set', 'Chicken Katsu Set', 'Ayam Telur Asin', 'Ayam Sambal Kemangi', 'Chicken Roast Set']","Nakama Bento adalah pilihan sempurna bagi pecinta masakan Jepang yang menginginkan hidangan nasi cepat saji yang lezat dan berkualitas. Dengan berbagai set ayam yang menggugah selera seperti Chicken Teriyaki Set dan Chicken Katsu Set, serta variasi menarik lainnya seperti Ayam Telur Asin dan Ayam Sambal Kemangi, Anda akan menemukan pengalaman bersantap yang memuaskan dan praktis. Nikmati sajian bento kami yang siap memuaskan selera Anda kapan saja."
Ndalem Prabu,Minuman/Ayam & bebek/Kopi,"['Wedang Jahe Prabu', 'Nasi Putih', 'Paket A', 'Gurami Asam Manis', 'Sambal Kecap']","Ndalem Prabu adalah destinasi kuliner yang memanjakan pecinta minuman tradisional dan hidangan berbasis ayam, bebek, serta kopi. Dengan beragam pilihan seperti Wedang Jahe Prabu dan Gurami Asam Manis, Ndalem Prabu menawarkan pengalaman cita rasa yang autentik dan menggugah selera. Nikmati juga berbagai paket hemat yang cocok untuk bersantap bersama keluarga atau teman."
"Ngastina, Bawean",Aneka nasi,"['Nasi Gandul Campur', 'GANDUL TANPA NASI', 'NASI GURIH', 'Bacem Puyuh', 'Rambak']","Ngastina di Bawean adalah tujuan kuliner bagi pencinta aneka nasi yang autentik dan menggugah selera. Dengan beragam pilihan, seperti Nasi Gandul Campur dan GANDUL TANPA NASI, setiap hidangan menawarkan perpaduan rasa yang khas dan bumbu yang kaya. Nikmati juga variasi lauk seperti Bacem Puyuh dan Rambak yang membuat pengalaman menyantap nasi Anda semakin lengkap."
"Ngasyapp!!, Gress Mall",Ayam & bebek,"['Sei Sapi Rica-Rica', 'Paket Sei Rakyat (Sapi)', 'Paket Sei Sapi Original', 'Paket Sei Sapi Raja Rempah', 'Es Teh']","Ngasyapp!! di Gress Mall adalah tempat yang pas bagi penggemar kuliner berbasis ayam dan bebek. Nikmati berbagai hidangan khas yang menggugah selera, seperti Paket Sei Sapi yang menawarkan variasi cita rasa yang kaya rempah. Dengan pilihan minuman segar seperti Es Teh, setiap pengalaman bersantap di sini akan semakin lengkap dan memuaskan."
"Ngasyapp!!, Plaza Surabaya",Aneka nasi,"['Paket Sei Ayam Rica-Rica', 'Sei Sapi Saus Telur Asin', 'Sambal Bawang', 'Paket Sei Rakyat (Ayam)', 'Sei Ayam Rawit Ijo']","Ngasyapp!! di Plaza Surabaya menyajikan aneka nasi yang menggugah selera, memadukan cita rasa lokal dengan kelezatan bahan berkualitas. Nikmati pilihan paket nikmat seperti Paket Sei Ayam Rica-Rica dan Sei Sapi Saus Telur Asin, serta sambal pendamping seperti Sambal Bawang yang siap menemani setiap hidangan. Dengan berbagai paket seperti Paket Sei Rakyat (Ayam) dan Sei Ayam Rawit Ijo, setiap kunjungan ke Ngasyapp!! menjanjikan pengalaman kuliner yang memuaskan."
"Noodle Bar, Mojopahit",Jepang/Minuman/Bakmie,"['Berry Italian Soda', 'Leci Italian Soda', 'Chicken Teriyaki Rice Bowl', 'Promo Spesial Geprek', 'Beef Teriyaki Ramen']","Noodle Bar, Mojopahit, adalah surga kuliner yang menyajikan cita rasa Jepang dalam suasana yang modern. Nikmati berbagai pilihan minuman segar seperti Berry Italian Soda dan Leci Italian Soda, serta hidangan lezat seperti Chicken Teriyaki Rice Bowl dan Beef Teriyaki Ramen yang siap memanjakan lidah Anda. Dengan kombinasi sempurna antara makanan dan minuman, Noodle Bar menjadi pilihan tepat untuk pengalaman bersantap yang memuaskan."
"Nyayap, Metropolis Tenggilis",Ayam & bebek/Cepat saji,"['Chickin Snowy Cheese', 'Lychee Blanc', 'Daebak Cheezy Hot Chicken Wings', 'Nyayap Hemat', 'Paket Sayap Ayamhaseo Grat']","Nyayap di Metropolis Tenggilis menyajikan hidangan ayam dan bebek cepat saji yang menggugah selera dengan berbagai pilihan menu yang menarik. Nikmati berbagai kelezatan seperti Chickin Snowy Cheese dan Daebak Cheezy Hot Chicken Wings, serta paket hemat yang sempurna untuk Anda dan keluarga. Setiap sajian diracik dengan bahan berkualitas, menjadikan pengalaman makan Anda semakin istimewa."
Order Sekaligus - Aiola Canteen Merr,Aneka nasi/Sate,"['Fried Chicken Wings', 'Tambah Ati Ampela', 'Cold Brew', 'Gimari', 'Nasi Tongkol']","Order Sekaligus - Aiola Canteen Merr menawarkan aneka sajian lezat yang terdiri dari nasi dan sate, memberikan pengalaman kuliner yang memuaskan. Di sini, Anda dapat menikmati berbagai hidangan, seperti Fried Chicken Wings yang renyah dan Nasi Tongkol yang nikmat, serta pilihan minuman menyegarkan seperti Cold Brew. Setiap porsi diracik dengan bahan berkualitas, siap memanjakan selera Anda."
PANCONG PANTURA SURABAYA,Jajanan/Roti,"['PANCONG CHOCO MILK S', 'TOPPING MILO', 'TOPPING MILO', 'PANCONG STRAWBERRY L', 'PANCONG OREO S']","PANCONG PANTURA SURABAYA adalah toko jajanan yang menawarkan berbagai pilihan roti pancong lezat dengan berbagai topping unik. Dengan bahan-bahan berkualitas, Anda dapat menikmati variasi seperti PANCONG CHOCO MILK, yang memanjakan lidah, atau PANCONG STRAWBERRY yang segar. Tidak hanya itu, pilihan topping seperti TOPPING MILO dan OREO semakin menambah cita rasa yang menggugah selera."
"Pabrik Kopi, Sukomanunggal",Kopi,"['Triple Smoked Beef And Cheese Toast', 'Matcha Latte Panas', 'Red Velvet Latte', 'Croffle Croissant Waffle', 'Moccacino']","Pabrik Kopi, Sukomanunggal, adalah tempat yang sempurna untuk menikmati berbagai sajian kopi berkualitas sambil mencicipi beragam hidangan lezat. Dari kopi klasik hingga variasi modern seperti Matcha Latte Panas dan Moccacino, setiap tegukan membawa kenikmatan tersendiri. Tidak hanya itu, nikmati juga camilan unik seperti Croffle Croissant Waffle dan Triple Smoked Beef And Cheese Toast yang akan memuaskan selera Anda."
"Pancong Pocong, Menganti",Jajanan,"['Pancong Chocholate S', 'Pancong Blueberry L', 'Chochocips S', 'Kacang Cacah', 'Pancong Meses Susu S']","Pancong Pocong di Menganti adalah tempat yang tepat untuk mencari jajanan lezat dan unik. Nikmati beragam pilihan seperti Pancong dengan berbagai rasa, termasuk Pancong Chocolate dan Pancong Blueberry, serta camilan menarik seperti Chochocips dan Kacang Cacah. Setiap produk dibuat dengan bahan berkualitas, menjadikan setiap gigitan terasa nikmat dan memuaskan."
"Pentol Gilaaa, Rungkut",Jajanan,"['Frozen Isi 60pcs Mix Max 3 Rasa', 'Petarung', 'Frozen Isi 60pcs 1 Varian', 'Frozen Pentol Goreng', 'Nonjok (Baru)']","Pentol Gilaaa di Rungkut adalah destinasi utama bagi pecinta jajanan hingga cemilan. Menawarkan berbagai pilihan pentol dengan kualitas terbaik, Anda dapat menikmati beragam varian, mulai dari Frozen Isi 60pcs Mix Max 3 Rasa yang menggugah selera, hingga kreasi baru seperti Nonjok. Setiap produk dirancang untuk memberikan pengalaman makan yang unik dan memuaskan."
"Pentol Gilaaa, Sidoarjo",Jajanan,"['Pentol Keju', 'Taburan Keju', 'Katsubushi 50gr', 'Frozen Isi 9 Daging', 'Sambal Gila 100gr']","Pentol Gilaaa di Sidoarjo menghadirkan berbagai jajanan lezat yang menjadi favorit pecinta camilan. Dengan pilihan produk berkualitas seperti Pentol Keju dan sambal gila yang menggugah selera, toko ini adalah tempat yang tepat untuk menikmati berbagai kreasi pentol dengan cita rasa yang unik. Nikmati juga pilihan lainnya seperti Katsubushi dan Frozen Isi Daging yang siap memanjakan lidah Anda!"
Penyetan Queen,Ayam & bebek/Aneka nasi,"['Air Mineral 600 Ml', 'Penyet Telor + Nasi', 'Penyetan lele + Nasi', 'Ayam Pecel', 'Pecel Telor']","Penyetan Queen adalah tempat yang sempurna untuk mencicipi kelezatan tradisional Indonesia, dengan fokus pada aneka ayam dan bebek yang disajikan dengan nasi. Nikmati berbagai pilihan menu seperti Penyetan Telor dan Ayam Pecel yang menggugah selera, serta pilihan minuman segar seperti Air Mineral 600 Ml untuk menyejukkan dahaga Anda. Dengan cita rasa autentik dan harga terjangkau, Penyetan Queen adalah destinasi yang wajib dikunjungi bagi pecinta kuliner."
Pizza Mabruk,Pizza & pasta,"['Sausage Large', 'Vege Lover Large', 'Super Supreme Large', 'Super Supreme Medium', 'Vege Lover Medium']","Pizza Mabruk adalah tempat yang tepat bagi pecinta pizza dan pasta yang mencari cita rasa autentik dan kaya. Dengan berbagai pilihan ukuran dan topping, seperti Sausage dan Vege Lover, kami siap memuaskan selera Anda untuk hidangan lezat yang pas untuk berbagai kesempatan. Nikmati kelezatan Super Supreme yang menggabungkan berbagai bahan berkualitas dalam setiap gigitan!"
"Pizza Place, Tegalsari",Pizza & pasta/Cepat saji,"['Lasagna', 'Bolognese Spaghetti', 'Soda', 'Pepperoni Beef', 'Pesto Slice']","Pizza Place di Tegalsari adalah tujuan tepat untuk para pecinta pizza dan pasta. Menawarkan berbagai pilihan cepat saji yang lezat, mulai dari Lasagna yang menggugah selera hingga Bolognese Spaghetti yang kaya rasa, setiap hidangan disiapkan dengan bahan berkualitas tinggi untuk memanjakan lidah anda. Jangan lupa untuk mencoba Pepperoni Beef yang nikmat atau Pesto Slice yang menyegarkan, serta minuman soda untuk melengkapi pengalaman kuliner anda."
Pocong Pancong Gayungsari,Jajanan/Roti/Sweets,"['Pancong Greentea S', 'Choco Chip L', 'Pancong Meses Susu S', 'Pancong Chocomaltine S', 'Pancong Original S']","Pocong Pancong Gayungsari adalah toko jajanan yang mengkhususkan diri pada pembuatan roti dan camilan manis yang lezat. Dengan berbagai pilihan pancong yang menggoda, seperti Pancong Greentea dan Pancong Meses Susu, setiap gigitan menawarkan perpaduan rasa yang unik dan memuaskan. Nikmati juga variasi lainnya seperti Choco Chip dan Pancong Chocomaltine yang siap memanjakan lidah Anda."
Pocong Pancong Wage,Cepat saji/Jajanan/Sweets,"['Pancong Coklat 1/2 Loyang', 'Pancong Greentea 1/2 Loyang', 'Kue Pancong Meses Susu Seloyang', 'Kue Pancong Greentea Seloyang', 'Kue Pancong Chocomaltine Seloyang']","Pocong Pancong Wage adalah pilihan terbaik untuk pecinta jajanan cepat saji yang manis. Menawarkan beragam kue pancong yang menggugah selera, seperti Pancong Coklat dan Kue Pancong Greentea, toko ini menyajikan cita rasa tradisional dengan sentuhan modern. Temukan kelezatan dalam setiap potongannya dan nikmati pengalaman kuliner yang unik!"
Poke LILY,Chinese/Cepat saji/Bakso & soto,"['Pork Meatball Bakso Babi 500gr 1/2kg Frozen Food Babi Non Halal Surabaya', 'Smoked Ham Beef 1 Kg Ham Bulat Sapi 1000gr Gram Frozen Food Premium Surabaya', 'Smoked Ham Bulat Babi 500 Gr Pork Ham 1/2 Kg Frozen Food Vacum', 'Pork Patty Burger Patties Daging Babi Isian Burger Hamburger Ham Burger 500gr 1/2kg Frozen Frosen Food', 'Smoked Bacon Babi Premium 500gr 1/2kg Bakon Babi Frozen Food Surabaya']","Poke LILY adalah toko yang menawarkan berbagai pilihan makanan Chinese dan cepat saji, dengan fokus pada sajian bakso dan soto yang menggugah selera. Kami menyediakan produk-produk berkualitas seperti bakso babi, ham sapi, dan bacon premium yang siap dinikmati kapan saja. Setiap produk kami dirancang untuk memuaskan selera Anda dengan cita rasa autentik dan kemudahan penyajian."
"Pomello, Rangkah",Minuman,"['Chocolate Pomello (Free Topping)', 'Paket Nyemil Ber Enam', 'Manggo Tea Rock Salt (Free Topping)', 'Manggo Tea Rock Salt', 'Mood Charger']","Pomello adalah toko minuman yang menawarkan berbagai pilihan segar dan menggugah selera. Dengan menu yang bervariasi seperti Chocolate Pomello dan Manggo Tea Rock Salt, setiap tegukan merupakan pengalaman unik yang dapat dinikmati bersama teman. Selain itu, Paket Nyemil Ber Enam memberikan pilihan sempurna untuk menemani momen santai Anda."
"Post Kuliner, Mojosari",Bakmie/Jajanan/Ayam & bebek/Aneka nasi,"['Es Kopi Gula Aren', 'Ayam Bumbu Laos ½ Ekor', 'Ayam Geprek Mozarella', 'Es Sarang Kuntilanak', 'Mie Petir Level L']","Post Kuliner di Mojosari adalah tempat yang tepat untuk memanjakan lidah Anda dengan beragam pilihan Bakmie, Jajanan, Ayam, Bebek, dan Aneka Nasi. Nikmati kelezatan spesial seperti Ayam Bumbu Laos yang menggugah selera, atau cicipi sensasi unik dari Es Sarang Kuntilanak. Dapatkan pengalaman kuliner yang tidak terlupakan dengan berbagai menu menarik yang siap memanjakan Anda!"
"Q5 Steak, Krian",Aneka nasi/Ayam & bebek,"['taro Latte', 'Pineapple Signature', 'strawbery Squash', 'Chicken  Crispy Double Steak', 'Red Valvet Latte']","Q5 Steak di Krian menawarkan pengalaman kuliner yang menggugah selera dengan berbagai pilihan nasi, ayam, dan bebek. Selain menu utama yang menggoda, Anda juga bisa menikmati ragam minuman unik seperti Taro Latte dan Pineapple Signature, yang akan menyempurnakan santapan Anda. Nikmati kombinasi cita rasa yang kaya dan membangkitkan selera di Q5 Steak."
Quita Cafe,Minuman/Jajanan/Kopi,"['Americano Ice', 'Happy Redvelvet', 'Sarsaparilla (De Dalbo)', 'Greentea', 'Piscok']","Quita Cafe adalah tempat ideal untuk menikmati berbagai minuman segar dan jajanan yang menggugah selera. Dari kopi klasik seperti Americano Ice hingga rasa manis dan unik seperti Happy Redvelvet dan Sarsaparilla (De Dalbo), Anda akan menemukan pilihan yang memanjakan lidah. Selain itu, pilihan seperti Greentea dan Piscok akan menjadi pelengkap sempurna untuk pengalaman santai di kafe kami."
